Age,Income,Spending Score,Education Level,Non-Linear Categorical Interaction
73,6557.183100073296,1.5967867849025446,Master,8.049807062578338
27,2342.590309538844,-10.042819143420427,Bachelor,4.930407506899345
43,248.24621627908937,-7.824631044806412,High School,0.6397522443857663
70,5169.280991498415,-8.920872030746018,PhD,13.460273522127354
60,1288.0149105721307,9.311886996458993,Master,11.966207130947712
59,3154.194895989121,-1.0772006741466411,Master,10.229832102556655
57,2870.5076118900333,3.555803673087298,Bachelor,5.131360424446861
62,3495.271383821283,5.912910455866873,Master,9.48761794688366
44,2226.043431458838,-2.3046984139442386,Bachelor,6.363439063700636
74,5433.744449552582,2.6207392850328115,Master,13.132708988591398
59,3694.2037995755445,6.736844907950727,Bachelor,7.119329243943233
56,3695.2365073731544,11.420777358134924,Master,12.973080225594655
47,3082.161586584155,-0.09480622582171874,PhD,12.617093607533121
73,5020.091561694474,8.930480301371496,PhD,18.47270882863883
38,1902.806218103035,-6.765843593074516,Master,8.454908571605337
53,2634.6267254521636,7.021123842683602,Bachelor,6.537760328301406
70,3790.616692507158,6.832413893253063,PhD,14.592206207022047
48,1946.0405651565945,4.135294330763403,High School,1.4283907608386097
70,5276.897752633819,11.372804002615606,Bachelor,4.071651496554643
70,5182.2965386503,9.668575680418137,High School,-0.001697786655865168
79,6209.78725978537,0.8618062278350316,High School,0.17089201435858872
71,5185.981923604978,2.577093161557275,Master,14.940929703171685
64,2878.107265413885,14.230711418014508,High School,-0.05814796573015834
58,1327.7494841808848,5.014253848538175,Bachelor,6.934292050665267
56,3214.5298244353,7.8141638607711315,Master,10.226796818033144
28,1923.8686102472407,-4.222417712754249,High School,-1.6484754014759122
32,-81.81668444278125,,PhD,13.254655492735825
33,309.6652290554724,-3.1476602151654447,High School,-1.7833712529680548
50,4415.293251186332,0.07922148121960593,PhD,10.632856663865473
46,1649.374367542127,-2.0280691355275433,High School,0.305313776425041
56,2611.322568018491,5.745578268844622,Bachelor,7.733954558849528
44,119.51789792820546,8.9084343152599,Bachelor,9.056104794031244
59,4359.5877887798015,3.129708089592617,High School,-0.23501788394714562
72,3955.6635209287642,6.611461585691089,High School,2.559638909287142
26,-323.4292160941708,,High School,2.7953866626800528
45,296.5846856017099,-3.124482834699966,PhD,10.050910338957419
68,3469.2290828325094,9.308137357285325,Bachelor,7.6131399553524775
25,969.0942719237931,-7.245503378489703,High School,-1.7588545886997062
32,1586.0861593372183,-1.4622844412002909,Master,8.330456754831769
76,5427.5920072006675,9.057442336204954,High School,2.0924747257126057
52,2763.79687930865,3.0967283804426273,PhD,9.595511253124473
53,1969.8124033891704,-1.1502745048772631,Bachelor,5.2298951005933265
64,5349.731592534489,10.92310431173403,High School,0.16094492559169113
49,2750.8006460566157,6.214063711311681,PhD,9.78515989863673
72,5964.531225926662,5.964572491646871,High School,-0.44075509259328527
70,5523.652675655693,3.7366448648675714,High School,-1.020391660153599
66,3084.0454566697204,4.565685355308759,PhD,17.12275374662075
54,2483.3758457968306,15.117704207687403,High School,1.213200180003143
42,1201.086766356549,-6.413643695296708,Bachelor,4.971501291992913
51,991.6823213448938,-3.9837719564741034,High School,-0.7578740535820457
39,2439.542588486146,-14.238954085303924,Bachelor,5.356598160325861
66,4235.254391053367,4.090015541904992,High School,1.3645518666228265
66,4715.451900002647,4.605772609739316,Bachelor,8.640924810710594
72,5475.8857745052455,5.606727440486372,Bachelor,9.260641900221843
69,6166.804302306652,2.8135876284643127,Master,11.463374038270166
25,832.5065912363102,-4.832807015654803,PhD,8.075379475432193
53,2186.87984354805,4.405071200715688,PhD,15.617774759982936
61,3236.7785449735275,7.1687093449230685,PhD,12.481424949745497
50,1859.3359857884625,-0.6712632870797197,High School,-1.3651554439241294
49,1592.5620565417378,6.9965796604837,Master,11.257960884708435
37,1426.6796289357296,-2.1120447339118344,PhD,9.038350201315176
44,2515.065047858231,-2.9247957207214856,PhD,10.739653264215615
75,5885.266167277655,-0.39920226556395555,Master,12.96653998299203
32,1972.0597207083806,-4.542306579267848,High School,-1.3619849017356058
45,3590.3560591498444,0.18085634770088665,Bachelor,10.879157787537618
64,4859.201630440748,6.87048465136778,Bachelor,9.910313280658896
58,1871.0344130831027,3.082217529428691,High School,-1.4613599289991817
41,1994.221189162719,1.4778253350905182,Master,12.969914182120473
71,6466.18002405149,-0.6161333406965914,PhD,13.463202420162686
33,-1192.2501264356542,,Master,9.375015215804773
73,5475.559545163499,0.8856202044535051,Master,10.112404829214306
45,3190.6291817829006,-7.134434721202604,Master,9.346933456935469
24,213.73942811162328,2.0152660970925713,Master,5.77016148223203
69,2859.501376834526,1.204267361771218,Master,7.306624206858447
53,4598.7931950529655,4.126807644382668,High School,-0.04277747854973333
44,1294.5482382547218,1.1158583424013218,Master,8.843168843741516
71,4332.154827348356,4.371339475809616,PhD,14.55851883584922
42,1719.3100916499516,-2.3235217641331314,Master,9.45348074908007
59,2864.7359895966756,4.475654876780019,Master,12.02850821743492
43,2963.878119922514,-5.890773207825999,Master,7.553951980527383
74,5786.501921798635,3.800977092483872,Bachelor,8.382000183496277
53,2072.8125020404887,-5.19500552931513,PhD,13.833720262686299
59,2519.250735416461,2.3228430353306573,Bachelor,5.121371286657547
30,187.9760637233744,-7.8858948269309765,Bachelor,2.932731205434567
51,3498.602849626823,4.443714305042511,High School,-1.3281641977857261
36,2484.2521662719196,-6.535643990690608,Master,7.204769986930287
31,-903.7978147097299,,PhD,10.518185840110792
70,6491.489942605933,2.3449359149148146,Bachelor,7.268577331608248
49,3561.970546693421,4.107583320326799,High School,-0.7226268338608947
28,712.4244967915365,6.3388494103862705,Master,4.125579594100024
46,1033.0150281607016,1.9954564827970018,PhD,11.734270075284341
39,322.3384371545285,-0.880565112849566,Master,7.596770845978336
31,453.67147383353216,-10.409768980594336,Bachelor,4.256071190950476
40,347.47378819049914,-9.585477054918657,PhD,10.718739615468637
57,2385.4177653148845,15.16650950656592,Bachelor,7.569030642612305
57,3538.9128313161,21.557446032440154,Bachelor,8.306086346133084
51,2192.4744572928544,-3.004042486021123,Bachelor,8.508180220512065
64,3124.9080891164826,3.951839156692613,Master,12.287694321040963
71,6607.507295519423,4.874937495183229,PhD,15.233334285428528
38,2904.0100699594286,0.21654429048817647,High School,0.742859242068195
20,-1108.3389785736954,,Bachelor,5.349044931771344
54,2973.5180525718,5.414808420138518,High School,1.653831386436907
43,2182.7799055666414,-11.749127748380056,Bachelor,8.77951576851666
33,1732.0173633060517,0.49315260699723407,PhD,13.167005484816144
32,1000.430417273923,-12.2157187165581,Master,5.5186102277994395
71,3986.599380764572,2.025327880133804,High School,1.8832848475337367
51,2146.164760320993,6.400690675626862,High School,-3.0134408746710943
60,3796.324573876676,16.226913177057565,Bachelor,3.917253308497324
22,1475.0234064205706,-2.589960496668804,High School,1.8410581615966393
56,3728.0770329904076,0.9377237534343665,High School,0.07914518469013708
25,1606.4271550958279,-6.447064913997881,PhD,10.010629090123919
62,3385.987391935596,-5.817090008402797,Master,10.78843472344761
45,3760.5374261941943,14.245157454951425,Bachelor,10.192931889249959
28,1327.2892434953715,-8.412810652141138,Bachelor,5.901783975861336
52,2304.667961606985,1.095504290519067,PhD,13.43770937246006
68,4560.216067321145,10.543952274266768,Master,9.975623693127835
62,5856.958683793628,10.85722863777567,Master,9.270809758504736
70,3012.436254524853,-0.13379392837698845,Bachelor,8.842959539271197
43,2263.9718769309015,-2.976187951375049,Bachelor,4.9294674003400525
66,4301.5178491660945,9.990205213452208,Master,9.88449800868873
63,3064.6799173682916,4.1323490104152265,Master,12.244243017013286
42,783.7175778987312,4.759354965947386,Master,10.641446659711356
40,2481.786888432048,-2.001540765427588,PhD,9.816427107047213
68,5148.443950145456,7.353015389549446,PhD,18.071203240849073
71,4821.765175249491,13.37067196371001,High School,-3.1485677116352564
47,2653.9936310077296,-4.535092222267088,PhD,12.362394415242548
24,887.3679610401233,-9.9767941103511,Master,7.425725949837704
68,6535.050331874345,11.661593752702961,Bachelor,6.222765424933056
78,5533.558573239972,-5.343187090101248,Bachelor,10.056227240387376
60,6386.295909427336,-5.77050491742269,Bachelor,10.932585471436006
75,7659.920404895119,3.6510358850190348,Master,9.086412568816762
52,2890.8014448111667,0.8764950869131667,PhD,13.419556869355118
30,486.08693065248326,-10.934090699955963,Bachelor,4.524602274138985
38,2345.657084605284,-8.600341966906814,Master,5.972274435082255
24,1465.4622906190395,-5.762228135262852,High School,-0.09730538484621483
47,2805.6501548672404,-11.91897512368112,Bachelor,8.807586085802956
79,5681.390241938647,0.6628337019436227,High School,0.4858879356296559
23,-1048.4666767749702,,Master,7.719601722137787
57,1909.5882153630646,-0.9960305138725642,High School,2.779617250958574
66,4109.280273041476,4.5562873079198445,Master,13.450488543705275
30,1743.289746631593,-7.644924973916405,High School,-0.525909692932469
37,1967.0638319368545,-2.287376116451635,High School,-1.1444923101754374
29,907.3281171669859,2.3717020620775804,PhD,9.47380720867799
28,426.57846715833807,-5.339093911240222,High School,0.3459316117330468
79,6237.347467742518,-12.475874385376784,High School,1.6750125721063958
67,5189.782552435717,12.910566999413444,High School,-2.7964472569470766
43,3194.530484942351,-5.062024190875086,Bachelor,3.7525665657935217
69,5502.657629399144,5.9561562255296385,PhD,12.07414212097441
65,5464.143435772551,8.710878459794085,Bachelor,7.237406876402831
62,2591.4628365284575,5.346695634997088,PhD,10.903782330441516
57,4027.144350187379,2.556836229617928,PhD,13.063224852243323
58,4970.414269116715,3.0943114073681786,Master,10.808263279382764
67,4926.831942411941,5.824602413935796,Bachelor,7.888715376199976
39,65.65752238806408,-0.630568764690199,PhD,10.270878744869076
76,5065.720479659606,5.656602812293294,High School,-0.28708858177269336
39,2664.1622867843535,0.1303813745154896,Master,11.141351439951388
79,5287.334137901762,4.770629993622621,PhD,14.49536070048569
27,2826.69162050154,-12.27747864637546,Master,6.035102412421764
50,1270.9284369574277,-5.695861120593497,High School,0.4880097442393548
53,2867.9549294150243,3.6968606939608684,PhD,15.332674519877783
43,3181.679432792702,-7.292007514166136,Bachelor,10.158430963847294
41,1856.0707844228903,-5.072103202472945,High School,-1.1426743997926108
21,2707.883508057653,-11.420879190113586,High School,0.567753869887472
44,3001.412065492401,-5.0402640128773335,Master,8.24028342833127
33,1569.7936813058936,-2.3831310803404397,PhD,8.292528641911527
76,6806.8149527385885,-3.432039869019762,Master,13.710980704025852
39,869.7476215194619,-3.0025864450449857,Bachelor,2.909410632662359
42,1064.025728323775,-4.2028092143161135,High School,0.2907884336879254
42,2503.0324659932953,-5.887247377599053,PhD,9.167447042995141
71,4539.599874654202,6.111162396739178,High School,2.117088128882949
45,2140.6921422113387,-6.76787829758891,Bachelor,7.146334976120271
37,2277.5410515913663,-6.6723683480968425,Bachelor,6.427830872583759
63,5326.282213278964,7.399765789800803,Master,11.899805752557256
21,2692.50081468121,1.5776736899119181,High School,-2.1256256148933734
65,2194.1382327644915,14.80050555493985,Master,10.078315055450494
51,3069.8420162056823,2.453958658119678,PhD,12.61671075436832
42,-134.3180759792649,,Master,6.4875489038179825
44,2538.741486697434,4.063224076577519,Master,6.00490951180989
73,6137.504321232594,0.6576641530349816,Master,11.386874040474341
62,3807.4853769669066,5.619270785643333,PhD,14.344881806033174
64,3201.3563504228973,16.233078964739022,Master,7.795395250138417
46,2619.9022802690524,5.078731440263397,Bachelor,7.452739254358625
20,355.5875481977126,-9.272566061991135,Bachelor,5.075644123692075
24,465.93130575263564,-8.336607323277331,PhD,8.78966462031288
49,3717.4293346694894,1.8608899635080014,PhD,12.191364378815926
39,1612.8806431393102,-4.847011370824375,Bachelor,4.83384294694514
76,4653.531410183103,-4.810100199752481,Bachelor,8.639571027700862
69,3912.840539950591,3.9076985660983588,Bachelor,10.460294007707418
52,3284.400946941132,4.611070926399202,Bachelor,4.373580178136756
31,1116.3642005032664,-8.72875354999866,PhD,8.049160826974827
64,2195.714418543094,4.828533654188989,Bachelor,7.445896140764605
35,1319.7126777870244,-10.470741146571012,Bachelor,7.07129104592079
32,3367.4663762316786,-10.254267802628863,PhD,7.846010043481943
67,3353.6034992453633,10.633172710318238,High School,0.2298796004890015
48,2213.906675204231,-5.062589117509097,Bachelor,9.265987902036503
55,2277.8543906693862,1.5672042460580196,High School,-0.1742181585112208
40,1231.760405318448,-11.429536693402142,Master,9.878928868687368
76,4818.319687077695,9.337728484315857,Bachelor,9.631210581243113
38,2409.0148906926706,4.943696410974745,High School,2.0169946519115625
27,170.6903991816838,-12.407531842589794,PhD,8.38232179656641
54,3852.909275076516,6.001294816673607,PhD,14.186563751849453
75,6175.043563762393,5.4269581546585695,Master,10.14660514502263
50,2500.7509800382595,6.1255867268792095,PhD,14.336583486523484
20,-532.4271937987171,,High School,0.5245020309313365
25,528.3710878539686,-0.9770934492749497,Master,3.309106902179652
51,4275.25584756384,7.726120777756655,PhD,12.526727120982292
55,3703.1446310232864,3.016082638168528,Master,13.164285319513661
52,1907.1211211618856,1.3396042031956883,PhD,13.492107897195456
71,3379.8200433729035,11.106376857154986,Bachelor,7.34055274405283
52,856.4774166600862,4.572235576520019,PhD,12.147056933918062
67,3670.1265707676603,15.142924076787297,PhD,13.137131341736673
71,5652.14905900399,4.410066504252805,High School,3.398094683557649
53,3384.82967255968,0.7176554277064562,PhD,10.746797121034662
36,1253.1548078452695,7.761326781400018,Bachelor,4.083702017318103
62,3183.8603373224223,15.128508523858782,PhD,10.862343865119474
38,2610.262581540463,-1.0512572774355862,PhD,10.883475357006871
71,4287.314247024945,6.886917941446214,PhD,11.620993461106702
35,2762.7247079874796,-0.7126571712067822,Bachelor,2.685954390922845
45,2147.5161522714448,3.712143086743463,Bachelor,6.675122305894713
73,4289.327527352057,5.376560767606771,Bachelor,9.958847257636766
45,2488.4823603349064,-0.9369231265636726,Bachelor,5.317171027736994
23,732.8646719068698,-5.506605603617993,High School,-1.9021667993983435
56,3959.7272326306584,4.280311238004473,Bachelor,5.937505727307333
39,1037.201794741099,-5.9687616080489,Master,12.752936447714305
36,-1500.8595106962207,,Master,7.054505100251166
57,3090.235935931957,18.29161292971594,Bachelor,4.057956538363248
27,2602.0414226996254,-12.902102662628746,Master,7.077211597029288
36,727.742095910888,-7.434888865711926,PhD,9.554251745329406
28,1645.1796053941816,-16.288489211878655,High School,0.9573136975437704
37,2394.0311973212874,-4.4833260881187,Bachelor,5.881272096874687
24,29.7241916839439,-11.347889876670054,High School,2.0889795511421787
64,5248.722399252093,-0.4677652820446685,High School,-0.7452699528889716
60,3579.6700363059153,-1.3088635469848553,Bachelor,9.382933354949358
73,6200.880119829636,-3.484587643418549,High School,0.967708018270124
39,704.7391883455231,-8.768921089164817,High School,0.0316100851863773
79,4066.9112896288543,3.4151131638546923,High School,1.0030498475441196
34,456.5069988593033,-7.157566352205667,High School,3.3627265429935633
77,6201.001624650358,3.627824957872958,PhD,13.861989582933587
79,7154.091754698004,-1.4162036270995024,High School,3.2184192198613855
39,2218.564500034233,2.1318660590072716,PhD,10.67394108672983
56,3204.586514104341,12.025493998381373,Master,10.67500885882777
38,913.7606784544108,-5.801841649245133,PhD,9.885124448659743
34,-433.79415135839054,,Bachelor,2.225624003066613
48,786.0116398801831,8.074272759410743,Master,13.213231796152778
62,3908.4779278871147,12.377224191304677,Master,12.70048138371054
73,7526.641584757021,5.2388818257967715,PhD,14.40086545815244
24,558.460925407138,-9.13319838661656,PhD,7.771412981077011
32,1049.0313309286632,-8.902944317922548,PhD,10.129911493760877
24,-803.3909063862418,,High School,2.472965854614188
21,205.5317504441812,-2.6560759901658604,Bachelor,5.593660825619645
31,2486.0263931612208,-7.9540625288483415,High School,1.9267258156214566
48,3039.832930836447,1.419912534025979,High School,1.4934049815770902
76,4362.311365421671,8.099010072269762,Master,6.972320090710063
55,2694.8769620833727,11.986468170802699,Bachelor,3.7502836030208266
73,4814.4990324793725,-6.801590003176984,PhD,13.841319209552593
24,610.477372133015,-4.387060719548573,Bachelor,4.815826380834687
26,614.498156798885,-5.659259650161469,High School,0.9469946779185135
53,2395.862480004229,6.794438030264276,PhD,15.646789069533153
58,2926.7876335284705,0.09789622127996189,Master,11.573482832339591
49,1069.8597156989422,-1.6374267682420212,High School,2.178538675068665
30,1878.3921771850946,-5.433989985605459,Master,7.208127595689156
24,1409.9445121974009,-10.714945821808648,Master,10.6061680068023
39,1512.9169977643348,1.8733310125715903,Master,8.724199920212513
71,3119.518221925607,4.5033696586735905,High School,-1.9378428100677625
27,-1401.680370577622,,Bachelor,6.51159820144788
40,2673.802460684021,0.584335758704877,PhD,11.95667009386882
28,1817.9377970864502,-9.70942264238522,Bachelor,4.86557982651751
33,2199.1829098205408,-0.280568114805833,Bachelor,5.05654964646469
71,3531.0089375893917,10.600410109342384,Bachelor,7.7537760693860385
62,4512.198174008256,4.4194254832740025,High School,-0.7675350414619563
63,3344.086549408477,2.6846527475806186,PhD,13.830600444710612
52,2898.2107169919504,1.1375671367088431,Master,11.017233182246386
54,6240.517682308979,9.882204174468908,Bachelor,8.385881595442752
71,4305.354575058236,0.7420065218940346,High School,-0.7043802533193093
78,6063.596405537376,-0.16317453798874199,Bachelor,10.621891039261554
76,6058.801000316143,12.660728930768936,Master,12.976508436197028
78,4703.5489401158975,-4.208149617086576,High School,1.3298474644191125
76,5948.124959684119,-8.59347840480005,Master,14.728902119233208
74,3797.2842580277384,6.867417193686263,Bachelor,9.994065139419128
52,1935.8115034782513,2.4197046896317076,High School,0.7878029815171451
27,1582.5746983808508,-7.841467757597719,High School,2.7274719229008104
26,1227.978154193982,-11.56925940348555,PhD,9.599179616180935
72,6114.560102405874,5.660148285615533,High School,-0.25871771279207517
31,-700.949226898128,,Master,8.10481432385369
61,4361.023349484104,5.2115125112881096,Master,9.661418500229882
51,3737.1115504604204,0.5312025065133925,High School,-2.0344574416394545
38,789.3730784466431,-5.1974296922359144,High School,-2.317374808040867
31,608.6073843061251,-6.542305820648402,PhD,9.494085104919519
31,1075.2348858668868,-4.488323854766643,Master,8.69473749958555
49,4026.038412979251,10.668676472973997,PhD,13.551019394098727
33,2206.3508879440183,-8.704378227944295,High School,-0.8015427811307929
44,2676.724238786157,-1.9439560670392366,High School,3.4721474812294955
43,3258.1750247887894,-3.038446371828309,Master,9.38443640918463
29,1604.0482285571725,-7.902785058544582,High School,-2.7671175673294743
65,4473.633895500974,11.708695107586674,Master,13.588099894438772
45,2965.5485360227462,-3.90189966350198,High School,-4.075315422762495
28,1021.5739064790251,-16.42783408800979,Bachelor,7.058539383231212
75,6310.7138972708135,1.7342438914258969,Master,10.551480841665743
36,1034.4267993030235,-7.789105688696059,Bachelor,7.508020974914489
59,2889.570967127598,10.45435812113207,Master,15.348867380054909
73,5519.14487017607,-1.6977380666028727,PhD,13.869912700541619
37,1623.3204143518074,-1.2905820368518635,Master,6.579189054950213
30,2508.889617673519,-4.872312273023898,Master,7.022182377051337
69,5205.128077024585,5.008132760768792,Bachelor,6.900561756975856
39,-149.98676316727415,,PhD,11.297520977352514
58,4530.670041912805,4.371194867452619,Bachelor,4.572829564726638
21,-691.5104117759822,,Master,9.194857815634345
49,929.0648552357411,3.4223269735801995,PhD,11.841875496325105
75,5975.566925704727,0.5660079213845126,Bachelor,8.312613661730708
23,302.44912635965767,-6.226704223862385,PhD,7.062001663540634
57,2720.537647738607,8.298253898068054,Bachelor,4.976310532009235
51,2068.1389669465498,0.4523084390657899,Bachelor,8.256640540124215
36,703.443984716439,-1.97301334883581,Bachelor,8.014890440724367
34,894.0941804606684,-8.62224649637703,PhD,5.5317657637812925
46,2415.6868372019817,0.802888940214349,Bachelor,7.556128524598109
54,3548.239333185001,5.987889355383649,Bachelor,8.547430010000102
71,6969.182472473445,6.029938015836078,PhD,16.0641742973695
27,11.440094611267341,2.778722168564589,Bachelor,3.046052838218208
58,2695.3658855820104,1.265169903772379,PhD,14.692703184921701
26,1626.2741400115615,-7.821129686848965,High School,0.336006531118641
24,-871.5361620147328,,Bachelor,5.128992888072597
24,1012.075459283463,-6.514603013834905,Master,8.395459508734339
57,4338.3094989960555,0.15672027904030994,Bachelor,9.208011591927075
60,4043.2710402891594,10.464691330596708,High School,-3.044971382915833
66,4468.16990422388,4.654952255575453,Bachelor,7.771329976180232
61,3170.105157824276,6.035681673504767,Bachelor,5.543811744078226
